Name,NOC,Discipline,country,lat,lon
AALERUD Katrine,Norway,Cycling Road,Norway,60.5000209,9.0999715
ABELVIK ROED Magnus,Norway,Handball,Norway,60.5000209,9.0999715
BERGERUD Torbjoern,Norway,Handball,Norway,60.5000209,9.0999715
BJOERNSEN Kristian,Norway,Handball,Norway,60.5000209,9.0999715
BLUMMENFELT Kristian,Norway,Triathlon,Norway,60.5000209,9.0999715
BORCH Kjetil,Norway,Rowing,Norway,60.5000209,9.0999715
BORGLI Stine,Norway,Cycling Road,Norway,60.5000209,9.0999715
BRATTSET DALE Kari,Norway,Handball,Norway,60.5000209,9.0999715
BREDAL OFTEDAL Stine,Norway,Handball,Norway,60.5000209,9.0999715
BREISTOEL Kristine,Norway,Handball,Norway,60.5000209,9.0999715
BRUN Kristoffer,Norway,Rowing,Norway,60.5000209,9.0999715
CHRISTIANSEN Henrik,Norway,Swimming,Norway,60.5000209,9.0999715
DAFFINRUD Tonje Frydenberg,Norway,Golf,Norway,60.5000209,9.0999715
DUESTAD Jeanette Hegg,Norway,Shooting,Norway,60.5000209,9.0999715
ERICHSEN Julie,Norway,Artistic Gymnastics,Norway,60.5000209,9.0999715
FLEM HOEST Line,Norway,Sailing,Norway,60.5000209,9.0999715
FOSS Tobias S.,Norway,Cycling Road,Norway,60.5000209,9.0999715
FRAFJORD Marit Malm,Norway,Handball,Norway,60.5000209,9.0999715
FREDRIKSEN Magnus,Norway,Handball,Norway,60.5000209,9.0999715
FUNNEMARK Endre,Norway,Sailing,Norway,60.5000209,9.0999715
GRINDHEIM Andre Klippenberg,Norway,Swimming,Norway,60.5000209,9.0999715
GROVDAL Karoline Bjerkeli,Norway,Athletics,Norway,60.5000209,9.0999715
GULLERUD Magnus,Norway,Handball,Norway,60.5000209,9.0999715
GULLIKSEN Geir,Norway,Equestrian,Norway,60.5000209,9.0999715
GULLIKSEN Kevin,Norway,Handball,Norway,60.5000209,9.0999715
GUTTORMSEN Sondre,Norway,Athletics,Norway,60.5000209,9.0999715
HAEGSTAD Erik,Norway,Cycling Mountain Bike,Norway,60.5000209,9.0999715
HAUKENES Havard,Norway,Athletics,Norway,60.5000209,9.0999715
HEGG Jon-Hermann,Norway,Shooting,Norway,60.5000209,9.0999715
HEGGEMSNES Sofus,Norway,Artistic Gymnastics,Norway,60.5000209,9.0999715
HELSETH Martin,Norway,Rowing,Norway,60.5000209,9.0999715
HELVIG Jan Oscar Stabe,Norway,Rowing,Norway,60.5000209,9.0999715
HENRIKSEN Eivind,Norway,Athletics,Norway,60.5000209,9.0999715
HERREM Camilla,Norway,Handball,Norway,60.5000209,9.0999715
HOELGAARD Markus,Norway,Cycling Road,Norway,60.5000209,9.0999715
HOVLAND Viktor,Norway,Golf,Norway,60.5000209,9.0999715
HVAS Tomoe,Norway,Swimming,Norway,60.5000209,9.0999715
HYNNE Hedda,Norway,Athletics,Norway,60.5000209,9.0999715
IDEN Gustav,Norway,Triathlon,Norway,60.5000209,9.0999715
INGEBRIGTSEN Filip,Norway,Athletics,Norway,60.5000209,9.0999715
INGEBRIGTSEN Jakob,Norway,Athletics,Norway,60.5000209,9.0999715
IUEL Amalie,Norway,Athletics,Norway,60.5000209,9.0999715
JACOBSEN Marit,Norway,Handball,Norway,60.5000209,9.0999715
JOENDAL Magnus,Norway,Handball,Norway,60.5000209,9.0999715
JOHANNESSEN Tobias Halland,Norway,Cycling Road,Norway,60.5000209,9.0999715
JOHANSEN Vilde Ingeborg,Norway,Handball,Norway,60.5000209,9.0999715
KLOSTER Line,Norway,Athletics,Norway,60.5000209,9.0999715
KRISTIANSEN Veronica,Norway,Handball,Norway,60.5000209,9.0999715
LARSEN Henrik,Norway,Shooting,Norway,60.5000209,9.0999715
LEKNESSUND Andreas,Norway,Cycling Road,Norway,60.5000209,9.0999715
LOEYNING Ingeborg,Norway,Swimming,Norway,60.5000209,9.0999715
LUNDE Katrine,Norway,Handball,Norway,60.5000209,9.0999715
MARTINSEN Nicholas Fadler,Norway,Sailing,Norway,60.5000209,9.0999715
MILLER Lotte,Norway,Triathlon,Norway,60.5000209,9.0999715
MOEN Sondre Nordstad,Norway,Athletics,Norway,60.5000209,9.0999715
MOERK Nora,Norway,Handball,Norway,60.5000209,9.0999715
MOL Anders Berntsen,Norway,Beach Volleyball,Norway,60.5000209,9.0999715
MORTENSEN Martine Steller,Norway,Sailing,Norway,60.5000209,9.0999715
MYRHOL Bjarte,Norway,Handball,Norway,60.5000209,9.0999715
NAESS Helene,Norway,Sailing,Norway,60.5000209,9.0999715
NAVRESTAD Tore,Norway,Cycling BMX Racing,Norway,60.5000209,9.0999715
NORDAS Narve Gilje,Norway,Athletics,Norway,60.5000209,9.0999715
O'SULLIVAN Christian,Norway,Handball,Norway,60.5000209,9.0999715
OEVERBY Petter,Norway,Handball,Norway,60.5000209,9.0999715
ORDEMANN Richard Andre,Norway,Taekwondo,Norway,60.5000209,9.0999715
PEDERSEN Anders Oestre,Norway,Sailing,Norway,60.5000209,9.0999715
PETTERSEN Simen,Norway,Handball,Norway,60.5000209,9.0999715
REINKIND Harald,Norway,Handball,Norway,60.5000209,9.0999715
REISTAD Henny,Norway,Handball,Norway,60.5000209,9.0999715
RETZIUS Lene Onsrud,Norway,Athletics,Norway,60.5000209,9.0999715
ROE Martin,Norway,Athletics,Norway,60.5000209,9.0999715
ROENNINGEN Marie,Norway,Sailing,Norway,60.5000209,9.0999715
SAEVERAAS Kristian,Norway,Handball,Norway,60.5000209,9.0999715
SAGOSEN Sander,Norway,Handball,Norway,60.5000209,9.0999715
SKOGRAND Stine,Norway,Handball,Norway,60.5000209,9.0999715
SOLBAKKEN Erik Andre,Norway,Rowing,Norway,60.5000209,9.0999715
SOLBERG ISAKSEN Sanna,Norway,Handball,Norway,60.5000209,9.0999715
SOLBERG Silje,Norway,Handball,Norway,60.5000209,9.0999715
SORUM Christian Sandlie,Norway,Beach Volleyball,Norway,60.5000209,9.0999715
STENBERG Anita Yvonne,Norway,Cycling Track,Norway,60.5000209,9.0999715
STENE Jenny,Norway,Shooting,Norway,60.5000209,9.0999715
STORNES Casper,Norway,Triathlon,Norway,60.5000209,9.0999715
STRANDLI Are Weierholt,Norway,Rowing,Norway,60.5000209,9.0999715
STUNES ISENE Ola,Norway,Athletics,Norway,60.5000209,9.0999715
TOENNESEN Kent Robin,Norway,Handball,Norway,60.5000209,9.0999715
TOMAC Marta,Norway,Handball,Norway,60.5000209,9.0999715
TOMASGAARD Hermann,Norway,Sailing,Norway,60.5000209,9.0999715
TUFTE Olaf Karl,Norway,Rowing,Norway,60.5000209,9.0999715
TUXEN Anne,Norway,Diving,Norway,60.5000209,9.0999715
ULLVANG Lars Magne,Norway,Canoe Sprint,Norway,60.5000209,9.0999715
WARHOLM Karsten,Norway,Athletics,Norway,60.5000209,9.0999715
WATNDAL Erik,Norway,Shooting,Norway,60.5000209,9.0999715
ABAD Nestor,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
ABALDE Alberto,Spain,Basketball,Spain,39.3260685,-4.8379791
ABALDE Tamara,Spain,Basketball,Spain,39.3260685,-4.8379791
ABIAN Pablo,Spain,Badminton,Spain,39.3260685,-4.8379791
ABRINES REDONDO Alejandro,Spain,Basketball,Spain,39.3260685,-4.8379791
AGUINAGALDE AQUIZU Julen,Spain,Handball,Spain,39.3260685,-4.8379791
AGUIRRE Unai,Spain,Water Polo,Spain,39.3260685,-4.8379791
ALARZA Fernando,Spain,Triathlon,Spain,39.3260685,-4.8379791
ALEGRE BIOSCA David,Spain,Hockey,Spain,39.3260685,-4.8379791
ALONSO Alejandro,Spain,Hockey,Spain,39.3260685,-4.8379791
ALVAREZ AZNAR Eduardo,Spain,Equestrian,Spain,39.3260685,-4.8379791
ANDUJAR Pablo,Spain,Tennis,Spain,39.3260685,-4.8379791
ARCE Daniel,Spain,Athletics,Spain,39.3260685,-4.8379791
ARCOS POVEDA Paula,Spain,Handball,Spain,39.3260685,-4.8379791
ARENAS Julio,Spain,Athletics,Spain,39.3260685,-4.8379791
AREVALO ALCON Alberto,Spain,Diving,Spain,39.3260685,-4.8379791
AREVALO Carlos,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
ARNAUS Adri,Spain,Golf,Spain,39.3260685,-4.8379791
AZURMENDI Clara,Spain,Badminton,Spain,39.3260685,-4.8379791
BACH Marta,Spain,Water Polo,Spain,39.3260685,-4.8379791
BADOSA Paula,Spain,Tennis,Spain,39.3260685,-4.8379791
BALASTEGUI Manel,Spain,Rowing,Spain,39.3260685,-4.8379791
BAQUERIZO McMILLAN Elsa,Spain,Beach Volleyball,Spain,39.3260685,-4.8379791
BARCELO MARTIN Paula,Spain,Sailing,Spain,39.3260685,-4.8379791
BARRIOS NAVARRO Laura,Spain,Hockey,Spain,39.3260685,-4.8379791
BASTERRA Jose Maria,Spain,Hockey,Spain,39.3260685,-4.8379791
BECHDEJU Laura,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
BELMONTE Mireia,Spain,Swimming,Spain,39.3260685,-4.8379791
BELTRAN MIR Albert,Spain,Hockey,Spain,39.3260685,-4.8379791
BEN Adrian,Spain,Athletics,Spain,39.3260685,-4.8379791
BEN DAOUD Hamid,Spain,Athletics,Spain,39.3260685,-4.8379791
BENEDETTI Julia,Spain,Skateboarding,Spain,39.3260685,-4.8379791
BENITEZ Andrea,Spain,Skateboarding,Spain,39.3260685,-4.8379791
BERNABEU Maria,Spain,Judo,Spain,39.3260685,-4.8379791
BESTUE Jael,Spain,Athletics,Spain,39.3260685,-4.8379791
BOKESA Aauri Lorena,Spain,Athletics,Spain,39.3260685,-4.8379791
BOLTO Marc,Spain,Hockey,Spain,39.3260685,-4.8379791
BONASTRE PEREMATEU Berta,Spain,Hockey,Spain,39.3260685,-4.8379791
BOTIN le CHEVER Diego,Spain,Sailing,Spain,39.3260685,-4.8379791
BUENO Laura,Spain,Athletics,Spain,39.3260685,-4.8379791
BUSTOS SANCHEZ Alejandro,Spain,Water Polo,Spain,39.3260685,-4.8379791
CABANA PEREZ Cristina,Spain,Judo,Spain,39.3260685,-4.8379791
CABRAL BARBOSA Alexandrina,Spain,Handball,Spain,39.3260685,-4.8379791
CACERES Eusebio,Spain,Athletics,Spain,39.3260685,-4.8379791
CANALEJO PAZOS Jaime,Spain,Rowing,Spain,39.3260685,-4.8379791
CANO RUIZ Carmen,Spain,Hockey,Spain,39.3260685,-4.8379791
CANTERO REINA Patricia,Spain,Sailing,Spain,39.3260685,-4.8379791
CARBALLES BAENA Roberto,Spain,Tennis,Spain,39.3260685,-4.8379791
CARBONELL BALLESTERO Ona,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
CARDONA MENDEZ Joan,Spain,Sailing,Spain,39.3260685,-4.8379791
CARRERA QUINTANA Raquel,Spain,Basketball,Spain,39.3260685,-4.8379791
CARRO Fernando,Spain,Athletics,Spain,39.3260685,-4.8379791
CASAS Queralt,Spain,Basketball,Spain,39.3260685,-4.8379791
CASILLAS GARCIA Miriam,Spain,Triathlon,Spain,39.3260685,-4.8379791
CASTELLANOS SOANEZ Mercedes,Spain,Handball,Spain,39.3260685,-4.8379791
CASTRO Daniel,Spain,Archery,Spain,39.3260685,-4.8379791
CAZORLA MEDINA Maria Teresa,Spain,Basketball,Spain,39.3260685,-4.8379791
CEBALLOS Dani,Spain,Football,Spain,39.3260685,-4.8379791
CEREZO IGLESIAS Adriana,Spain,Taekwondo,Spain,39.3260685,-4.8379791
CESAREO ROMERO Elisabet,Spain,Handball,Spain,39.3260685,-4.8379791
CHOURRAUT Maialen,Spain,Canoe Slalom,Spain,39.3260685,-4.8379791
CID Aina,Spain,Rowing,Spain,39.3260685,-4.8379791
CIENFUEGOS Javier,Spain,Athletics,Spain,39.3260685,-4.8379791
CLAVER Victor,Spain,Basketball,Spain,39.3260685,-4.8379791
CONDE Maria,Spain,Basketball,Spain,39.3260685,-4.8379791
CONTRERAS Isabel,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
CORCHETE Luis Manuel,Spain,Athletics,Spain,39.3260685,-4.8379791
CORRALES RODAL Rodrigo,Spain,Handball,Spain,39.3260685,-4.8379791
CORTES JUNCOSA Francisco,Spain,Hockey,Spain,39.3260685,-4.8379791
CRAVIOTTO Saul,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
CUBELOS Francisco,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
CUCURELLA Marc,Spain,Football,Spain,39.3260685,-4.8379791
CULLELL ESTAPE Jofre,Spain,Cycling Mountain Bike,Spain,39.3260685,-4.8379791
DAVIDOVICH FOKINA Alejandro,Spain,Tennis,Spain,39.3260685,-4.8379791
de TORO DOMINGUEZ Miguel,Spain,Water Polo,Spain,39.3260685,-4.8379791
de VELASCO Ines,Spain,Archery,Spain,39.3260685,-4.8379791
DELAS de ANDRES Miguel,Spain,Hockey,Spain,39.3260685,-4.8379791
DIALLO Thierno,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
DIAZ RIVAS Virginia,Spain,Rowing,Spain,39.3260685,-4.8379791
DOMINGUEZ Silvia,Spain,Basketball,Spain,39.3260685,-4.8379791
DUJSHEBAEV DOVICHEBAEVA Alex,Spain,Handball,Spain,39.3260685,-4.8379791
ELOSEGI Ander,Spain,Canoe Slalom,Spain,39.3260685,-4.8379791
ENTRERRIOS RODRIGUEZ Raul,Spain,Handball,Spain,39.3260685,-4.8379791
ERTA Bernat,Spain,Athletics,Spain,39.3260685,-4.8379791
ESCOBAR MASCUNANO Gabriel,Spain,Boxing,Spain,39.3260685,-4.8379791
ESPAR LLAQUET Anna,Spain,Water Polo,Spain,39.3260685,-4.8379791
ESPAR LLAQUET Clara,Spain,Water Polo,Spain,39.3260685,-4.8379791
ESTER RAMOS Laura,Spain,Water Polo,Spain,39.3260685,-4.8379791
EZZAYDOUNI Ibrahim,Spain,Athletics,Spain,39.3260685,-4.8379791
FAMERA Martin,Spain,Water Polo,Spain,39.3260685,-4.8379791
FERNANDEZ Alberto,Spain,Shooting,Spain,39.3260685,-4.8379791
FERNANDEZ Alvaro,Spain,Football,Spain,39.3260685,-4.8379791
FERNANDEZ FRAGA Alicia,Spain,Handball,Spain,39.3260685,-4.8379791
FERNANDEZ MIRANDA Francisco,Spain,Water Polo,Spain,39.3260685,-4.8379791
FERNANDEZ PEREZ Angel,Spain,Handball,Spain,39.3260685,-4.8379791
FERNANDEZ Rudy,Spain,Basketball,Spain,39.3260685,-4.8379791
FERNANDEZ Sergio,Spain,Athletics,Spain,39.3260685,-4.8379791
FERNANDEZ STEINER Liliana,Spain,Beach Volleyball,Spain,39.3260685,-4.8379791
FERRER-SALAT Beatriz,Spain,Equestrian,Spain,39.3260685,-4.8379791
FERRERAS SANZ Berta,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
FIGUERAS TREJO Adrian,Spain,Handball,Spain,39.3260685,-4.8379791
FIGUEROA Julia,Spain,Judo,Spain,39.3260685,-4.8379791
FONTES Ignacio,Spain,Athletics,Spain,39.3260685,-4.8379791
FORCA ARIZA Judith,Spain,Water Polo,Spain,39.3260685,-4.8379791
FRAILE MATARRANZ Omar,Spain,Cycling Road,Spain,39.3260685,-4.8379791
GAITERO MARTIN Alberto,Spain,Judo,Spain,39.3260685,-4.8379791
GALIMANY Marta,Spain,Athletics,Spain,39.3260685,-4.8379791
GALLEGO Sara,Spain,Athletics,Spain,39.3260685,-4.8379791
GALVEZ Fatima,Spain,Shooting,Spain,39.3260685,-4.8379791
GARCIA BOISSIER Nicolas,Spain,Diving,Spain,39.3260685,-4.8379791
GARCIA CANELLAS Margarita Victo,Spain,Cycling Road,Spain,39.3260685,-4.8379791
GARCIA Cayetano,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
GARCIA Diego,Spain,Athletics,Spain,39.3260685,-4.8379791
GARCIA Eric,Spain,Football,Spain,39.3260685,-4.8379791
GARCIA GODOY Maica,Spain,Water Polo,Spain,39.3260685,-4.8379791
GARCIA GRAU Begona,Spain,Hockey,Spain,39.3260685,-4.8379791
GARCIA Jesus Angel,Spain,Athletics,Spain,39.3260685,-4.8379791
GARCIA MARTINEZ Rocio del Alba,Spain,Cycling Mountain Bike,Spain,39.3260685,-4.8379791
GARCIA MENA Jose Antonio,Spain,Equestrian,Spain,39.3260685,-4.8379791
GARCIA ORDONEZ Javier,Spain,Rowing,Spain,39.3260685,-4.8379791
GARCIA ROBLEDO Antonio,Spain,Handball,Spain,39.3260685,-4.8379791
GARCIA SAIZ Nicolas,Spain,Swimming,Spain,39.3260685,-4.8379791
GARCIA Samuel,Spain,Athletics,Spain,39.3260685,-4.8379791
GARCIA URZAINQUI Marina,Spain,Swimming,Spain,39.3260685,-4.8379791
GARCIA-CARO Laura,Spain,Athletics,Spain,39.3260685,-4.8379791
GARRIGOS Francisco,Spain,Judo,Spain,39.3260685,-4.8379791
GARUBA Usman,Spain,Basketball,Spain,39.3260685,-4.8379791
GASOL Marc,Spain,Basketball,Spain,39.3260685,-4.8379791
GASOL SAEZ Pau,Spain,Basketball,Spain,39.3260685,-4.8379791
GAVINO GONZALEZ Francisco,Spain,Equestrian,Spain,39.3260685,-4.8379791
GAVIRA COLLADO Adrian,Spain,Beach Volleyball,Spain,39.3260685,-4.8379791
GERMADE Rodrigo,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
GIL Bryan,Spain,Football,Spain,39.3260685,-4.8379791
GIL Laura,Spain,Basketball,Spain,39.3260685,-4.8379791
GINE PATSI Xantal,Spain,Hockey,Spain,39.3260685,-4.8379791
GINES LOPEZ Alberto,Spain,Sport Climbing,Spain,39.3260685,-4.8379791
GODOY CONTRERAS Anna,Spain,Triathlon,Spain,39.3260685,-4.8379791
GOMEZ ABELLO Aleix,Spain,Handball,Spain,39.3260685,-4.8379791
GOMEZ Jesus,Spain,Athletics,Spain,39.3260685,-4.8379791
GOMEZ NOYA Javier,Spain,Triathlon,Spain,39.3260685,-4.8379791
GONZALEZ de CASTEJON Enrique,Spain,Hockey,Spain,39.3260685,-4.8379791
GONZALEZ Hugo,Spain,Swimming,Spain,39.3260685,-4.8379791
GONZALEZ LOPEZ Irene,Spain,Water Polo,Spain,39.3260685,-4.8379791
GONZALEZ Marina,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
GONZALEZ ORTEGA Lara,Spain,Handball,Spain,39.3260685,-4.8379791
GONZALEZ Pedri,Spain,Football,Spain,39.3260685,-4.8379791
GONZALEZ Raquel,Spain,Athletics,Spain,39.3260685,-4.8379791
GRANADOS ORTEGA Alvaro,Spain,Water Polo,Spain,39.3260685,-4.8379791
GRANDA ROQUE Angel,Spain,Sailing,Spain,39.3260685,-4.8379791
GUARDIOLA VILLAPLANA Gedeon,Spain,Handball,Spain,39.3260685,-4.8379791
GUERRA Javier,Spain,Athletics,Spain,39.3260685,-4.8379791
GUERRERO Esther,Spain,Athletics,Spain,39.3260685,-4.8379791
GURBINDO MARTINEZ Eduardo,Spain,Handball,Spain,39.3260685,-4.8379791
GUTIERREZ BERMEJO Jennifer Maria,Spain,Handball,Spain,39.3260685,-4.8379791
HEREDIA VIVES Aleix,Spain,Modern Pentathlon,Spain,39.3260685,-4.8379791
HERNANDEZ SERRADOR Ainhoa,Spain,Handball,Spain,39.3260685,-4.8379791
HERNANGOMEZ GEUER Willy,Spain,Basketball,Spain,39.3260685,-4.8379791
HERNANGOMEZ Juancho,Spain,Basketball,Spain,39.3260685,-4.8379791
HERRERA ALLEPUZ Pablo,Spain,Beach Volleyball,Spain,39.3260685,-4.8379791
HORTA POMBO Caetano,Spain,Rowing,Spain,39.3260685,-4.8379791
HUSILLOS Oscar,Spain,Athletics,Spain,39.3260685,-4.8379791
IGLESIAS MARCOS Alvaro,Spain,Hockey,Spain,39.3260685,-4.8379791
IGLESIAS MARCOS Belen,Spain,Hockey,Spain,39.3260685,-4.8379791
IZAGIRRE INSAUSTI Gorka,Spain,Cycling Road,Spain,39.3260685,-4.8379791
IZAGIRRE INSAUSTI Jon,Spain,Cycling Road,Spain,39.3260685,-4.8379791
JACOME Antia,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
JAINAGA Odei,Spain,Athletics,Spain,39.3260685,-4.8379791
JALIDOV GAFUROVA Gazimagomed Scham.,Spain,Boxing,Spain,39.3260685,-4.8379791
JIMENEZ Andrea,Spain,Athletics,Spain,39.3260685,-4.8379791
JURADO LOPEZ Severo,Spain,Equestrian,Spain,39.3260685,-4.8379791
KATIR Mohamed,Spain,Athletics,Spain,39.3260685,-4.8379791
LAMDASSEM Ayad,Spain,Athletics,Spain,39.3260685,-4.8379791
LARUMBE GONFAUS Marc,Spain,Water Polo,Spain,39.3260685,-4.8379791
LEITON ARRONES Paula,Spain,Water Polo,Spain,39.3260685,-4.8379791
LEON Danny,Spain,Skateboarding,Spain,39.3260685,-4.8379791
LLAVADOR Carlos,Spain,Fencing,Spain,39.3260685,-4.8379791
LLEONART BLANCO Xavier,Spain,Hockey,Spain,39.3260685,-4.8379791
LLORENTE David,Spain,Canoe Slalom,Spain,39.3260685,-4.8379791
LLULL Sergio,Spain,Basketball,Spain,39.3260685,-4.8379791
LOPEZ GARCIA Maria,Spain,Hockey,Spain,39.3260685,-4.8379791
LOPEZ HERRERO Marta,Spain,Handball,Spain,39.3260685,-4.8379791
LOPEZ JIMENEZ Soledad,Spain,Handball,Spain,39.3260685,-4.8379791
LOPEZ Miguel Angel,Spain,Athletics,Spain,39.3260685,-4.8379791
LOPEZ MARRA Iago,Spain,Sailing,Spain,39.3260685,-4.8379791
LOPEZ PINEDO Daniel,Spain,Water Polo,Spain,39.3260685,-4.8379791
LOYO Elena,Spain,Athletics,Spain,39.3260685,-4.8379791
MAGAZ MEDRANO Alicia,Spain,Hockey,Spain,39.3260685,-4.8379791
MALLARACH GUELL Blai,Spain,Water Polo,Spain,39.3260685,-4.8379791
MANCHON Blanca,Spain,Sailing,Spain,39.3260685,-4.8379791
MAQUEDA PENO Jorge,Spain,Handball,Spain,39.3260685,-4.8379791
MARTIN Alvaro,Spain,Athletics,Spain,39.3260685,-4.8379791
MARTIN BERENGUER Carmen Dolores,Spain,Handball,Spain,39.3260685,-4.8379791
MARTINEZ Alberto,Spain,Marathon Swimming,Spain,39.3260685,-4.8379791
MARTINEZ Asier,Spain,Athletics,Spain,39.3260685,-4.8379791
MARTINEZ GARCIA Raul,Spain,Taekwondo,Spain,39.3260685,-4.8379791
MARTINEZ Lois Maikel,Spain,Athletics,Spain,39.3260685,-4.8379791
MARTINEZ Pablo,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
MARTOS Sebastian,Spain,Athletics,Spain,39.3260685,-4.8379791
MAS DEPARES Silvia,Spain,Sailing,Spain,39.3260685,-4.8379791
MAS PUJADAS Meritxell,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
MATA PEREZ Andres Eduardo,Spain,Weightlifting,Spain,39.3260685,-4.8379791
MATEO Daniel,Spain,Athletics,Spain,39.3260685,-4.8379791
MATEU Jaime,Spain,Skateboarding,Spain,39.3260685,-4.8379791
MAYO Carlos,Spain,Athletics,Spain,39.3260685,-4.8379791
MECHAAL Adel,Spain,Athletics,Spain,39.3260685,-4.8379791
MEJIAS ZANETTI Candela,Spain,Hockey,Spain,39.3260685,-4.8379791
MENDEZ Laura,Spain,Athletics,Spain,39.3260685,-4.8379791
MERINO Mikel,Spain,Football,Spain,39.3260685,-4.8379791
MINGUEZA Oscar,Spain,Football,Spain,39.3260685,-4.8379791
MIR Nicolau,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
MIR Rafa,Spain,Football,Spain,39.3260685,-4.8379791
MIRANDA Juan,Spain,Football,Spain,39.3260685,-4.8379791
MIRON Javier,Spain,Athletics,Spain,39.3260685,-4.8379791
MOLA Mario,Spain,Triathlon,Spain,39.3260685,-4.8379791
MORA VEDRI Sebastian,Spain,Cycling Track,Spain,39.3260685,-4.8379791
MORROS de ARGILA Viran,Spain,Handball,Spain,39.3260685,-4.8379791
MUGURUZA Garbine,Spain,Tennis,Spain,39.3260685,-4.8379791
MUNARRIZ EGANA Alberto,Spain,Water Polo,Spain,39.3260685,-4.8379791
MUNOZ Azahara,Spain,Golf,Spain,39.3260685,-4.8379791
NAVARRO GIMENEZ Silvia,Spain,Handball,Spain,39.3260685,-4.8379791
NDOUR Astou,Spain,Basketball,Spain,39.3260685,-4.8379791
OLIVA ISERN Georgina,Spain,Hockey,Spain,39.3260685,-4.8379791
OLIVA ISERN Roc,Spain,Hockey,Spain,39.3260685,-4.8379791
OLMO Dani,Spain,Football,Spain,39.3260685,-4.8379791
ORDONEZ Saul,Spain,Athletics,Spain,39.3260685,-4.8379791
ORTEGA Orlando,Spain,Athletics,Spain,39.3260685,-4.8379791
ORTIZ Bea,Spain,Water Polo,Spain,39.3260685,-4.8379791
OUVINA Cristina,Spain,Basketball,Spain,39.3260685,-4.8379791
OYARZABAL Mikel,Spain,Football,Spain,39.3260685,-4.8379791
OZHOGINA OZHOGIN Alisa,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
PACHECO van RIJNSOEVER Tara,Spain,Sailing,Spain,39.3260685,-4.8379791
PALAU Laia,Spain,Basketball,Spain,39.3260685,-4.8379791
PELETEIRO Ana,Spain,Athletics,Spain,39.3260685,-4.8379791
PENA ABAURREA Nerea,Spain,Handball,Spain,39.3260685,-4.8379791
PENA Inigo,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
PENA Pili,Spain,Water Polo,Spain,39.3260685,-4.8379791
PEREZ BLANCO Jimena,Spain,Swimming,Spain,39.3260685,-4.8379791
PEREZ BOX Ana,Spain,Judo,Spain,39.3260685,-4.8379791
PEREZ de VARGAS MORENO Gonzalo,Spain,Handball,Spain,39.3260685,-4.8379791
PEREZ LAGUNAS Beatriz,Spain,Hockey,Spain,39.3260685,-4.8379791
PEREZ Maria Isabel,Spain,Athletics,Spain,39.3260685,-4.8379791
PEREZ Maria,Spain,Athletics,Spain,39.3260685,-4.8379791
PEREZ Marta,Spain,Athletics,Spain,39.3260685,-4.8379791
PEREZ POLO Javier,Spain,Taekwondo,Spain,39.3260685,-4.8379791
PERRONE ROCHA Felipe,Spain,Water Polo,Spain,39.3260685,-4.8379791
PETCHAME BONASTRE Carlota,Spain,Hockey,Spain,39.3260685,-4.8379791
PETISCO Alba,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
PIERA GRAU Llorenc,Spain,Hockey,Spain,39.3260685,-4.8379791
PLATA Joel,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
PONS GENESCA Julia,Spain,Hockey,Spain,39.3260685,-4.8379791
PONS RAMON Joan Lluis,Spain,Swimming,Spain,39.3260685,-4.8379791
POPA Roxana,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
PORTELA Teresa,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
PUADO Javier,Spain,Football,Spain,39.3260685,-4.8379791
QUEMADA CADAFALCH Pau,Spain,Hockey,Spain,39.3260685,-4.8379791
QUILES BROTONS Jose,Spain,Boxing,Spain,39.3260685,-4.8379791
QUINTERO Damian,Spain,Karate,Spain,39.3260685,-4.8379791
RAHM Jon,Spain,Golf,Spain,39.3260685,-4.8379791
RAMIREZ IBANEZ Paula,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
RECASENS LLOBET Marc,Spain,Hockey,Spain,39.3260685,-4.8379791
REDONDO MORA Laura,Spain,Athletics,Spain,39.3260685,-4.8379791
REYES PLA Enmanuel,Spain,Boxing,Spain,39.3260685,-4.8379791
RIERA ZUZUARREGUI Lola,Spain,Hockey,Spain,39.3260685,-4.8379791
ROBLES Alvaro,Spain,Table Tennis,Spain,39.3260685,-4.8379791
