Name,NOC,Discipline,country,lat,lon
VERIASOV Ivan,ROC,Boxing,Russia,64.6863136,97.7453061
VESNINA Elena,ROC,Tennis,Russia,64.6863136,97.7453061
VINOGRADOVA Natalia,ROC,Shooting,Russia,64.6863136,97.7453061
VLASOV Aleksandr,ROC,Cycling Road,Russia,64.6863136,97.7453061
VOINOVA Anastasiia,ROC,Cycling Track,Russia,64.6863136,97.7453061
VOLVICH Artem,ROC,Volleyball,Russia,64.6863136,97.7453061
VOROBIEVA Natalia,ROC,Wrestling,Russia,64.6863136,97.7453061
VORONKOVA Irina,ROC,Volleyball,Russia,64.6863136,97.7453061
VORONTSOVA Liudmila,ROC,Boxing,Russia,64.6863136,97.7453061
VYAKHIREVA Anna,ROC,Handball,Russia,64.6863136,97.7453061
VYAZOVKIN Alexander,ROC,Rowing,Russia,64.6863136,97.7453061
YAKUSHEVSKIY Pavel,ROC,Cycling Track,Russia,64.6863136,97.7453061
YUDIN Andrey,ROC,Trampoline Gymnastics,Russia,64.6863136,97.7453061
ZAGIDULLINA Adelina,ROC,Fencing,Russia,64.6863136,97.7453061
ZAKARIN Ilnur,ROC,Cycling Road,Russia,64.6863136,97.7453061
ZAMKOVOI Andrei,ROC,Boxing,Russia,64.6863136,97.7453061
ZHILKIN Andrey,ROC,Swimming,Russia,64.6863136,97.7453061
ZUEV Alexander,ROC,3x3 Basketball,Russia,64.6863136,97.7453061
ZYKOVA Yulia,ROC,Shooting,Russia,64.6863136,97.7453061
ZYUZINA Ekaterina,ROC,Sailing,Russia,64.6863136,97.7453061
ABOUD Hadel,Libya,Athletics,Libya,26.8234472,18.1236723
GHAMBOUR Alhussein,Libya,Rowing,Libya,26.8234472,18.1236723
HASSOUNA Audai Rushdi Hamed,Libya,Swimming,Libya,26.8234472,18.1236723
OMAR Ali,Libya,Judo,Libya,26.8234472,18.1236723
ABOUKE Nancy Genzel,Nauru,Weightlifting,Nauru,-0.5252306,166.9324426
HARRIS Jonah,Nauru,Athletics,Nauru,-0.5252306,166.9324426
ABRAHAM Tadesse,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
ANNEN Jolanda,Switzerland,Triathlon,Switzerland,46.7985624,8.2319736
ATCHO Sarah,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
BALSIGER Bryan,Switzerland,Equestrian,Switzerland,46.7985624,8.2319736
BAUMANN Christian,Switzerland,Artistic Gymnastics,Switzerland,46.7985624,8.2319736
BENCIC Belinda,Switzerland,Tennis,Switzerland,46.7985624,8.2319736
BETSCHART Nina,Switzerland,Beach Volleyball,Switzerland,46.7985624,8.2319736
BISSEGGER Stefan,Switzerland,Cycling Track,Switzerland,46.7985624,8.2319736
BODENMULLER Eveline,Switzerland,Equestrian,Switzerland,46.7985624,8.2319736
BRAEGGER Pablo,Switzerland,Artistic Gymnastics,Switzerland,46.7985624,8.2319736
BRAENDLE Naemi,Switzerland,Canoe Slalom,Switzerland,46.7985624,8.2319736
CHRISTEN Nina,Switzerland,Shooting,Switzerland,46.7985624,8.2319736
CLAESSENS Zoe,Switzerland,Cycling BMX Racing,Switzerland,46.7985624,8.2319736
COLOMBO Filippo,Switzerland,Cycling Mountain Bike,Switzerland,46.7985624,8.2319736
CUJEAN Lucien,Switzerland,Sailing,Switzerland,46.7985624,8.2319736
del PONTE Ajla,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
DELARZE Barnabe,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
DESPLANCHES Jeremy,Switzerland,Swimming,Switzerland,46.7985624,8.2319736
DIETHELM GERBER Heidi,Switzerland,Shooting,Switzerland,46.7985624,8.2319736
DIETSCHE Riccarda,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
DJAKOVIC Antonio,Switzerland,Swimming,Switzerland,46.7985624,8.2319736
DOUGOUD Martin,Switzerland,Canoe Slalom,Switzerland,46.7985624,8.2319736
DUCARROZ Nikita,Switzerland,Cycling BMX Freestyle,Switzerland,46.7985624,8.2319736
FAHR Annina,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
FAHRNI Linda,Switzerland,Sailing,Switzerland,46.7985624,8.2319736
FLUECKIGER Mathias,Switzerland,Cycling Mountain Bike,Switzerland,46.7985624,8.2319736
FREI Sina,Switzerland,Cycling Mountain Bike,Switzerland,46.7985624,8.2319736
FROIDEVAUX Robin,Switzerland,Cycling Track,Switzerland,46.7985624,8.2319736
FUCHS Martin,Switzerland,Equestrian,Switzerland,46.7985624,8.2319736
GASCH Loic,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
GERSON Mirco,Switzerland,Beach Volleyball,Switzerland,46.7985624,8.2319736
GIGER Yasmin,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
GISCHARD Benjamin,Switzerland,Artistic Gymnastics,Switzerland,46.7985624,8.2319736
GMELIN Jeannine,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
GODEL Robin,Switzerland,Equestrian,Switzerland,46.7985624,8.2319736
GOLUBIC Viktorija,Switzerland,Tennis,Switzerland,46.7985624,8.2319736
GRAF David,Switzerland,Cycling BMX Racing,Switzerland,46.7985624,8.2319736
GUERDAT Steve,Switzerland,Equestrian,Switzerland,46.7985624,8.2319736
GULICH Andrin,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
HEIDRICH Adrian,Switzerland,Beach Volleyball,Switzerland,46.7985624,8.2319736
HEIDRICH Joana,Switzerland,Beach Volleyball,Switzerland,46.7985624,8.2319736
HEIMBERG Michelle,Switzerland,Diving,Switzerland,46.7985624,8.2319736
HEINZER Max,Switzerland,Fencing,Switzerland,46.7985624,8.2319736
HIRSCHI Marc,Switzerland,Cycling Road,Switzerland,46.7985624,8.2319736
HODEL Andrina,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
HOFFMANN Lore,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
HUSSEIN Kariem,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
INDERGAND Linda,Switzerland,Cycling Mountain Bike,Switzerland,46.7985624,8.2319736
JACQUOT Paul,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
JAQUET Sabrina,Switzerland,Badminton,Switzerland,46.7985624,8.2319736
JAYET Maud,Switzerland,Sailing,Switzerland,46.7985624,8.2319736
JOHNER Melody,Switzerland,Equestrian,Switzerland,46.7985624,8.2319736
JOSEPH Jason,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
KAMBUNDJI Ditaji,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
KAMBUNDJI Mujinga,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
KESSLER Markus,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
KING Sarah,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
KLINGLER Petra,Switzerland,Sport Climbing,Switzerland,46.7985624,8.2319736
KOCHER Fabienne,Switzerland,Judo,Switzerland,46.7985624,8.2319736
KOECHLIN Thomas,Switzerland,Canoe Slalom,Switzerland,46.7985624,8.2319736
KORA Salome,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
KUENG Stefan,Switzerland,Cycling Road,Switzerland,46.7985624,8.2319736
LANG Salome,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
LEMMENS Silke,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
MAEDER Gino,Switzerland,Cycling Road,Switzerland,46.7985624,8.2319736
MALCOTTI Lucas,Switzerland,Fencing,Switzerland,46.7985624,8.2319736
MAMIE Lisa,Switzerland,Swimming,Switzerland,46.7985624,8.2319736
MARQUART Simon M.,Switzerland,Cycling BMX Racing,Switzerland,46.7985624,8.2319736
MARX Alena,Switzerland,Canoe Slalom,Switzerland,46.7985624,8.2319736
MERZ Patricia,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
METRAUX Kim,Switzerland,Golf,Switzerland,46.7985624,8.2319736
MITYUKOV Roman,Switzerland,Swimming,Switzerland,46.7985624,8.2319736
MORET Rachel,Switzerland,Table Tennis,Switzerland,46.7985624,8.2319736
MOSER Angelica,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
NEFF Jolanda,Switzerland,Cycling Mountain Bike,Switzerland,46.7985624,8.2319736
NIGGELER Michele,Switzerland,Fencing,Switzerland,46.7985624,8.2319736
PELLAUD Rachel,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
PETRUCCIANI Ricky,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
PONTI Noe,Switzerland,Swimming,Switzerland,46.7985624,8.2319736
QUIRICI Elena,Switzerland,Karate,Switzerland,46.7985624,8.2319736
RAESS Jonas,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
REAIS William,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
REICHMUTH Stefan,Switzerland,Wrestling,Switzerland,46.7985624,8.2319736
REINLE Cynthia,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
REUSSER Marlen,Switzerland,Cycling Road,Switzerland,46.7985624,8.2319736
ROEOESLI Roman,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
ROL Frederique,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
SALVISBERG Andrea,Switzerland,Triathlon,Switzerland,46.7985624,8.2319736
SANZ LANZ Mateo,Switzerland,Sailing,Switzerland,46.7985624,8.2319736
SCHAER Michael,Switzerland,Cycling Road,Switzerland,46.7985624,8.2319736
SCHIR Thery,Switzerland,Cycling Track,Switzerland,46.7985624,8.2319736
SCHLUMPF Fabienne,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
SCHMID Mauro,Switzerland,Cycling Track,Switzerland,46.7985624,8.2319736
SCHNEITER Sebastien,Switzerland,Sailing,Switzerland,46.7985624,8.2319736
SCHUERCH Joel,Switzerland,Rowing,Switzerland,46.7985624,8.2319736
SCHURTER Nino,Switzerland,Cycling Mountain Bike,Switzerland,46.7985624,8.2319736
SCLABAS Delia,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
SIEGENTHALER Maja,Switzerland,Sailing,Switzerland,46.7985624,8.2319736
SPIRIG Nicola,Switzerland,Triathlon,Switzerland,46.7985624,8.2319736
SPRUNGER Lea,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
STEFFEN Benjamin,Switzerland,Fencing,Switzerland,46.7985624,8.2319736
STRAHL Martina,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
STUDER Max,Switzerland,Triathlon,Switzerland,46.7985624,8.2319736
STUMP Nils,Switzerland,Judo,Switzerland,46.7985624,8.2319736
THIEBAUD Valere,Switzerland,Cycling Track,Switzerland,46.7985624,8.2319736
THIERY Cyrille,Switzerland,Cycling Track,Switzerland,46.7985624,8.2319736
UGOLKOVA Maria,Switzerland,Swimming,Switzerland,46.7985624,8.2319736
VALENZUELA Albane,Switzerland,Golf,Switzerland,46.7985624,8.2319736
VERGE-DEPRE Anouk,Switzerland,Beach Volleyball,Switzerland,46.7985624,8.2319736
VOGG Felix,Switzerland,Equestrian,Switzerland,46.7985624,8.2319736
WANDERS Julien,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
WETTSTEIN Estelle,Switzerland,Equestrian,Switzerland,46.7985624,8.2319736
WICKI Silvan,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
WILSON Alex,Switzerland,Athletics,Switzerland,46.7985624,8.2319736
YUSOF Eddy,Switzerland,Artistic Gymnastics,Switzerland,46.7985624,8.2319736
ABRAHAMS Rusten John,South Africa,Hockey,South Africa,-28.8166236,24.991639
ACKERMANN Simone,South Africa,Triathlon,South Africa,-28.8166236,24.991639
ALKANA Antonio,South Africa,Athletics,South Africa,-28.8166236,24.991639
ARENDSE Kurt-Lee,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
BADENHORST Nardus,South Africa,Water Polo,South Africa,-28.8166236,24.991639
BELL Daniel,South Africa,Hockey,South Africa,-28.8166236,24.991639
BEZUIDENHOUT Christiaan,South Africa,Golf,South Africa,-28.8166236,24.991639
BINEDELL Martin,South Africa,Swimming,South Africa,-28.8166236,24.991639
BLIGNAUT Kyle,South Africa,Athletics,South Africa,-28.8166236,24.991639
BOBBS Quanita,South Africa,Hockey,South Africa,-28.8166236,24.991639
BOUTER Micaela,South Africa,Diving,South Africa,-28.8166236,24.991639
BRITTAIN Lawrence,South Africa,Rowing,South Africa,-28.8166236,24.991639
BUITENDAG Bianca,South Africa,Surfing,South Africa,-28.8166236,24.991639
BURGER Alex,South Africa,Sailing,South Africa,-28.8166236,24.991639
CARD Devon,South Africa,Water Polo,South Africa,-28.8166236,24.991639
CASSIEM Abdud Dayaan,South Africa,Hockey,South Africa,-28.8166236,24.991639
CASSIEM Mustaphaa,South Africa,Hockey,South Africa,-28.8166236,24.991639
CELE Thabo,South Africa,Football,South Africa,-28.8166236,24.991639
CHELIUS Emma,South Africa,Swimming,South Africa,-28.8166236,24.991639
COETZE Pieter,South Africa,Swimming,South Africa,-28.8166236,24.991639
CONRADIE Pieter,South Africa,Athletics,South Africa,-28.8166236,24.991639
CORBETT Kaylene,South Africa,Swimming,South Africa,-28.8166236,24.991639
COSSER Christopher,South Africa,Sport Climbing,South Africa,-28.8166236,24.991639
DAFFARN Luc,South Africa,Rowing,South Africa,-28.8166236,24.991639
DANIEL Benjamin,South Africa,Sailing,South Africa,-28.8166236,24.991639
DARIES Naveen,South Africa,Artistic Gymnastics,South Africa,-28.8166236,24.991639
DAVIDS Angelo,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
DAVIDS Selvyn,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
DAVIDS Zain,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
DAVIS Leo,South Africa,Sailing,South Africa,-28.8166236,24.991639
de BOD Stefan,South Africa,Cycling Road,South Africa,-28.8166236,24.991639
DEETLEFS Lisa-Marie,South Africa,Hockey,South Africa,-28.8166236,24.991639
DIKGALE Ranti Marvin,South Africa,Athletics,South Africa,-28.8166236,24.991639
DLAMINI Nicholas,South Africa,Cycling Road,South Africa,-28.8166236,24.991639
DLUNGWANA Tyson,South Africa,Hockey,South Africa,-28.8166236,24.991639
DRUMMOND Timothy,South Africa,Hockey,South Africa,-28.8166236,24.991639
DRY Chris,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
du PLESSIS Lilian Joy,South Africa,Hockey,South Africa,-28.8166236,24.991639
du PREEZ Branco,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
du PREEZ Charlene,South Africa,Cycling Track,South Africa,-28.8166236,24.991639
du PREEZ Ethan,South Africa,Swimming,South Africa,-28.8166236,24.991639
EUSTICE Jethro Ray,South Africa,Hockey,South Africa,-28.8166236,24.991639
EVEZARD Jason,South Africa,Water Polo,South Africa,-28.8166236,24.991639
FLEURS Luke,South Africa,Football,South Africa,-28.8166236,24.991639
FROSLER Reeve,South Africa,Football,South Africa,-28.8166236,24.991639
GALLAGHER Erin,South Africa,Swimming,South Africa,-28.8166236,24.991639
GANS Stedman,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
GEDULD Justin,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
GELANT Elroy,South Africa,Athletics,South Africa,-28.8166236,24.991639
GERBER Yanah,South Africa,Water Polo,South Africa,-28.8166236,24.991639
GLASBY Tarryn Christie,South Africa,Hockey,South Africa,-28.8166236,24.991639
GREEN Jake,South Africa,Rowing,South Africa,-28.8166236,24.991639
GUISE-BROWN Matthew,South Africa,Hockey,South Africa,-28.8166236,24.991639
HALLENDORFF Amica,South Africa,Water Polo,South Africa,-28.8166236,24.991639
HATHERLY Alan,South Africa,Cycling Mountain Bike,South Africa,-28.8166236,24.991639
HIGGO Garrick,South Africa,Golf,South Africa,-28.8166236,24.991639
HORNE Keenan Craig,South Africa,Hockey,South Africa,-28.8166236,24.991639
HOULIE Michael,South Africa,Swimming,South Africa,-28.8166236,24.991639
HUNTER Erin,South Africa,Hockey,South Africa,-28.8166236,24.991639
JANUARY Shakira,South Africa,Water Polo,South Africa,-28.8166236,24.991639
JOBODWANA Anaso,South Africa,Athletics,South Africa,-28.8166236,24.991639
JOHNSON Cheswill,South Africa,Athletics,South Africa,-28.8166236,24.991639
JOHNSON Robyn,South Africa,Hockey,South Africa,-28.8166236,24.991639
JOHNSTON Clarissa,South Africa,Artistic Swimming,South Africa,-28.8166236,24.991639
JULIUS Ryan Cowen,South Africa,Hockey,South Africa,-28.8166236,24.991639
KODISANG Kobamelo,South Africa,Football,South Africa,-28.8166236,24.991639
KOK Tevin Michael,South Africa,Hockey,South Africa,-28.8166236,24.991639
LAURENSON Cameron Bain,South Africa,Water Polo,South Africa,-28.8166236,24.991639
le CLOS Chad,South Africa,Swimming,South Africa,-28.8166236,24.991639
LEMBETHE Nduduza Peabo,South Africa,Hockey,South Africa,-28.8166236,24.991639
LILL Candice,South Africa,Cycling Mountain Bike,South Africa,-28.8166236,24.991639
LIMBERG Alex,South Africa,Cycling BMX Racing,South Africa,-28.8166236,24.991639
MAARTENS Meghan,South Africa,Water Polo,South Africa,-28.8166236,24.991639
MABILISO Sibusiso,South Africa,Football,South Africa,-28.8166236,24.991639
MADDOCKS Charne,South Africa,Hockey,South Africa,-28.8166236,24.991639
MADI Lwazi,South Africa,Water Polo,South Africa,-28.8166236,24.991639
MAHLANGU McBeth,South Africa,Football,South Africa,-28.8166236,24.991639
MAHLATSI Kamohelo,South Africa,Football,South Africa,-28.8166236,24.991639
MAHOLE Lerato,South Africa,Hockey,South Africa,-28.8166236,24.991639
MAKATA Sakoyisa,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
MAKGOPA Evidence,South Africa,Football,South Africa,-28.8166236,24.991639
MALEPE Repo,South Africa,Football,South Africa,-28.8166236,24.991639
MALLETT Taryn,South Africa,Hockey,South Africa,-28.8166236,24.991639
MARAIS Marizen,South Africa,Hockey,South Africa,-28.8166236,24.991639
MAREE David,South Africa,Cycling Track,South Africa,-28.8166236,24.991639
MARGRO Yaseen,South Africa,Water Polo,South Africa,-28.8166236,24.991639
MASHELE Lesiba,South Africa,Athletics,South Africa,-28.8166236,24.991639
MASWANGANYI Shaun,South Africa,Athletics,South Africa,-28.8166236,24.991639
MAY Gareth,South Africa,Water Polo,South Africa,-28.8166236,24.991639
MAYMAN Mogamad Farouk,South Africa,Water Polo,South Africa,-28.8166236,24.991639
MBANDE Phumelela Luphumlo,South Africa,Hockey,South Africa,-28.8166236,24.991639
McGLYNN Michael,South Africa,Marathon Swimming,South Africa,-28.8166236,24.991639
MEDER Rebecca,South Africa,Swimming,South Africa,-28.8166236,24.991639
MEECHAM Chloe,South Africa,Water Polo,South Africa,-28.8166236,24.991639
MLUNGWANA Sifiso,South Africa,Football,South Africa,-28.8166236,24.991639
MOHAMME Katlego,South Africa,Football,South Africa,-28.8166236,24.991639
MOIR Georgia,South Africa,Water Polo,South Africa,-28.8166236,24.991639
MOKOENA Teboho,South Africa,Football,South Africa,-28.8166236,24.991639
MOKOKA Stephen,South Africa,Athletics,South Africa,-28.8166236,24.991639
MOLIKOE Edith,South Africa,Hockey,South Africa,-28.8166236,24.991639
MONYANE James,South Africa,Football,South Africa,-28.8166236,24.991639
MOOLMAN-PASIO Ashleigh,South Africa,Cycling Road,South Africa,-28.8166236,24.991639
MOSELE Goodman,South Africa,Football,South Africa,-28.8166236,24.991639
MOTAU Boati,South Africa,Water Polo,South Africa,-28.8166236,24.991639
MPOTO Mondli,South Africa,Football,South Africa,-28.8166236,24.991639
MUKUMELA Thendo,South Africa,Football,South Africa,-28.8166236,24.991639
MUNDELL Marc,South Africa,Athletics,South Africa,-28.8166236,24.991639
MUNYAI Clarence,South Africa,Athletics,South Africa,-28.8166236,24.991639
MURRAY Richard,South Africa,Triathlon,South Africa,-28.8166236,24.991639
MVIMBI Samkelo,South Africa,Hockey,South Africa,-28.8166236,24.991639
NEILL Liam,South Africa,Water Polo,South Africa,-28.8166236,24.991639
NEL Wenda,South Africa,Athletics,South Africa,-28.8166236,24.991639
NENE Zakithi,South Africa,Athletics,South Africa,-28.8166236,24.991639
NGCOBO Nkosingiphile,South Africa,Football,South Africa,-28.8166236,24.991639
NTULI Nqobile Mansuet,South Africa,Hockey,South Africa,-28.8166236,24.991639
OBERHOLZER Carla,South Africa,Cycling Road,South Africa,-28.8166236,24.991639
OBERHOLZER Dallas,South Africa,Skateboarding,South Africa,-28.8166236,24.991639
PATON Kristen,South Africa,Hockey,South Africa,-28.8166236,24.991639
PATON Taine,South Africa,Hockey,South Africa,-28.8166236,24.991639
PHORA Thapelo,South Africa,Athletics,South Africa,-28.8166236,24.991639
PIETERSE Erasmus,South Africa,Hockey,South Africa,-28.8166236,24.991639
PILLAY Lythe,South Africa,Athletics,South Africa,-28.8166236,24.991639
PRETORIUS Jc,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
RAMORWA Galaletsang,South Africa,Athletics,South Africa,-28.8166236,24.991639
RETO Paula,South Africa,Golf,South Africa,-28.8166236,24.991639
REZELMAN Timothy,South Africa,Water Polo,South Africa,-28.8166236,24.991639
SAMAAI Ruswahl,South Africa,Athletics,South Africa,-28.8166236,24.991639
SANDERS Gillian,South Africa,Triathlon,South Africa,-28.8166236,24.991639
SATES Matthew,South Africa,Swimming,South Africa,-28.8166236,24.991639
SCHOEMAN Henri,South Africa,Triathlon,South Africa,-28.8166236,24.991639
SCHOENMAKER Tatjana,South Africa,Swimming,South Africa,-28.8166236,24.991639
SCHOONBEE Kyle,South Africa,Rowing,South Africa,-28.8166236,24.991639
SCOTT Dominique,South Africa,Athletics,South Africa,-28.8166236,24.991639
SCOTT Victoria,South Africa,Equestrian,South Africa,-28.8166236,24.991639
SEERANE Celia Beatrice,South Africa,Hockey,South Africa,-28.8166236,24.991639
SHANGE Lebogang,South Africa,Athletics,South Africa,-28.8166236,24.991639
SILENO Megan,South Africa,Water Polo,South Africa,-28.8166236,24.991639
SIMBINE Akani,South Africa,Athletics,South Africa,-28.8166236,24.991639
SINGH Luther,South Africa,Football,South Africa,-28.8166236,24.991639
SMITH Austin Charles,South Africa,Hockey,South Africa,-28.8166236,24.991639
SMITH John,South Africa,Rowing,South Africa,-28.8166236,24.991639
SNYMAN Wayne,South Africa,Athletics,South Africa,-28.8166236,24.991639
SOYIZWAPI Siviwe,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
SPIES Jean,South Africa,Cycling Track,South Africa,-28.8166236,24.991639
SPOONER Nicholas Balfour,South Africa,Hockey,South Africa,-28.8166236,24.991639
STERKENBURG Erin,South Africa,Sport Climbing,South Africa,-28.8166236,24.991639
STEWART Donn,South Africa,Water Polo,South Africa,-28.8166236,24.991639
STEYN Gerda,South Africa,Athletics,South Africa,-28.8166236,24.991639
STONE Ross,South Africa,Water Polo,South Africa,-28.8166236,24.991639
STRUGNELL Laura,South Africa,Artistic Swimming,South Africa,-28.8166236,24.991639
TANDY Bradley,South Africa,Swimming,South Africa,-28.8166236,24.991639
TORRENTE Sandro,South Africa,Rowing,South Africa,-28.8166236,24.991639
VALJALO Brandon,South Africa,Skateboarding,South Africa,-28.8166236,24.991639
van DYK Jo Ane,South Africa,Athletics,South Africa,-28.8166236,24.991639
van NIEKERK Wayde,South Africa,Athletics,South Africa,-28.8166236,24.991639
van ROOYEN Jason,South Africa,Athletics,South Africa,-28.8166236,24.991639
van ROOYEN Rocco,South Africa,Athletics,South Africa,-28.8166236,24.991639
van WYK Chederick,South Africa,Athletics,South Africa,-28.8166236,24.991639
van ZYL Irvette,South Africa,Athletics,South Africa,-28.8166236,24.991639
VAUGHN Ashleigh,South Africa,Water Polo,South Africa,-28.8166236,24.991639
VETO Nomnikelo,South Africa,Hockey,South Africa,-28.8166236,24.991639
VINCENT Julia,South Africa,Diving,South Africa,-28.8166236,24.991639
VISSER Impi,South Africa,Rugby Sevens,South Africa,-28.8166236,24.991639
WALRAVEN Nicole,South Africa,Hockey,South Africa,-28.8166236,24.991639
WEBER Michelle,South Africa,Marathon Swimming,South Africa,-28.8166236,24.991639
WEDDERBURN Jordan,South Africa,Water Polo,South Africa,-28.8166236,24.991639
WHITEBOOI Geronay,South Africa,Judo,South Africa,-28.8166236,24.991639
WILLIAMS Melissa,South Africa,Skateboarding,South Africa,-28.8166236,24.991639
WILLIAMS Ronwen,South Africa,Football,South Africa,-28.8166236,24.991639
ZAZINI Sokwakhana,South Africa,Athletics,South Africa,-28.8166236,24.991639
ZULU Onthatile,South Africa,Hockey,South Africa,-28.8166236,24.991639
ABRAMS Aliyah,Guyana,Athletics,Guyana,4.8417097,-58.6416891
ABRAMS Jasmine,Guyana,Athletics,Guyana,4.8417097,-58.6416891
ALLICOCK Keevin,Guyana,Boxing,Guyana,4.8417097,-58.6416891
ARCHIBALD Emanuel,Guyana,Athletics,Guyana,4.8417097,-58.6416891
EDGHILL Chelsea,Guyana,Table Tennis,Guyana,4.8417097,-58.6416891
FOWLER Andrew,Guyana,Swimming,Guyana,4.8417097,-58.6416891
PERSAUD Aleka,Guyana,Swimming,Guyana,4.8417097,-58.6416891
ABRAMYAN Benik,Georgia,Athletics,Georgia,32.3293809,-83.1137366
ALAKHVERDOVI Sakhil,Georgia,Boxing,Georgia,32.3293809,-83.1137366
ARKANIA Gogita,Georgia,Karate,Georgia,32.3293809,-83.1137366
BASILASHVILI Nikoloz,Georgia,Tennis,Georgia,32.3293809,-83.1137366
BAZADZE Sandro,Georgia,Fencing,Georgia,32.3293809,-83.1137366
BEKAURI Lasha,Georgia,Judo,Georgia,32.3293809,-83.1137366
CHKHEIDZE Goga,Georgia,Weightlifting,Georgia,32.3293809,-83.1137366
CHKHVIMIANI Lukhumi,Georgia,Judo,Georgia,32.3293809,-83.1137366
GOBADZE Lasha,Georgia,Wrestling,Georgia,32.3293809,-83.1137366
GRIGALASHVILI Tato,Georgia,Judo,Georgia,32.3293809,-83.1137366
GULELAURI Lasha,Georgia,Athletics,Georgia,32.3293809,-83.1137366
IMNADZE Mariam,Georgia,Swimming,Georgia,32.3293809,-83.1137366
KAJAIA Iakobi,Georgia,Wrestling,Georgia,32.3293809,-83.1137366
KENTCHADZE Avtandil,Georgia,Wrestling,Georgia,32.3293809,-83.1137366
KHARABADZE Giorgi,Georgia,Boxing,Georgia,32.3293809,-83.1137366
KHORAVA Bachana,Georgia,Athletics,Georgia,32.3293809,-83.1137366
LEVYTSKA-SHUKVANI Tetiana,Georgia,Judo,Georgia,32.3293809,-83.1137366
LIPARTELIANI Eteri,Georgia,Judo,Georgia,32.3293809,-83.1137366
LIPARTELIANI Varlam,Georgia,Judo,Georgia,32.3293809,-83.1137366
MADIEV Eskerkhan,Georgia,Boxing,Georgia,32.3293809,-83.1137366
MARGVELASHVILI Vazha,Georgia,Judo,Georgia,32.3293809,-83.1137366
MELIA Giorgi,Georgia,Wrestling,Georgia,32.3293809,-83.1137366
MISHVELIDZE Shota,Georgia,Weightlifting,Georgia,32.3293809,-83.1137366
MUJARIDZE Giorgi,Georgia,Athletics,Georgia,32.3293809,-83.1137366
ODIKADZE Elizbar,Georgia,Wrestling,Georgia,32.3293809,-83.1137366
PAZHAVA Salome,Georgia,Rhythmic Gymnastics,Georgia,32.3293809,-83.1137366
PETRIASHVILI Geno,Georgia,Wrestling,Georgia,32.3293809,-83.1137366
PLIESNOI Anton,Georgia,Weightlifting,Georgia,32.3293809,-83.1137366
REVISHVILI Irakli,Georgia,Swimming,Georgia,32.3293809,-83.1137366
SALUKVADZE Nino,Georgia,Shooting,Georgia,32.3293809,-83.1137366
SHATIRISHVILI Sopo,Georgia,Athletics,Georgia,32.3293809,-83.1137366
SHAVDATUASHVILI Lasha,Georgia,Judo,Georgia,32.3293809,-83.1137366
TALAKHADZE Lasha,Georgia,Weightlifting,Georgia,32.3293809,-83.1137366
