,Name,NOC,Discipline,country,lat,lon
338,PETISCO Alba,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
339,PIERA GRAU Llorenc,Spain,Hockey,Spain,39.3260685,-4.8379791
340,PLATA Joel,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
341,PONS GENESCA Julia,Spain,Hockey,Spain,39.3260685,-4.8379791
342,PONS RAMON Joan Lluis,Spain,Swimming,Spain,39.3260685,-4.8379791
343,POPA Roxana,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
344,PORTELA Teresa,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
345,PUADO Javier,Spain,Football,Spain,39.3260685,-4.8379791
346,QUEMADA CADAFALCH Pau,Spain,Hockey,Spain,39.3260685,-4.8379791
347,QUILES BROTONS Jose,Spain,Boxing,Spain,39.3260685,-4.8379791
348,QUINTERO Damian,Spain,Karate,Spain,39.3260685,-4.8379791
349,RAHM Jon,Spain,Golf,Spain,39.3260685,-4.8379791
350,RAMIREZ IBANEZ Paula,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
351,RECASENS LLOBET Marc,Spain,Hockey,Spain,39.3260685,-4.8379791
352,REDONDO MORA Laura,Spain,Athletics,Spain,39.3260685,-4.8379791
353,REYES PLA Enmanuel,Spain,Boxing,Spain,39.3260685,-4.8379791
354,RIERA ZUZUARREGUI Lola,Spain,Hockey,Spain,39.3260685,-4.8379791
355,ROBLES Alvaro,Spain,Table Tennis,Spain,39.3260685,-4.8379791
356,ROBLES Carolina,Spain,Athletics,Spain,39.3260685,-4.8379791
357,RODRIGUEZ Leonor,Spain,Basketball,Spain,39.3260685,-4.8379791
358,RODRIGUEZ Lucia,Spain,Athletics,Spain,39.3260685,-4.8379791
359,RODRIGUEZ GARCIA-PAZ Nicolas,Spain,Sailing,Spain,39.3260685,-4.8379791
360,RODRIGUEZ PEREZ Joel,Spain,Sailing,Spain,39.3260685,-4.8379791
361,RODRIGUEZ RODRIGUEZ Almudena Maria,Spain,Handball,Spain,39.3260685,-4.8379791
362,RODRIGUEZ Sergio,Spain,Basketball,Spain,39.3260685,-4.8379791
363,ROMERO Natalia,Spain,Athletics,Spain,39.3260685,-4.8379791
364,ROMEU ARGEMI Josep,Spain,Hockey,Spain,39.3260685,-4.8379791
365,RUBIO Ricky,Spain,Basketball,Spain,39.3260685,-4.8379791
366,RUIZ BRAVO Paula,Spain,Marathon Swimming,Spain,39.3260685,-4.8379791
367,RUIZ CASTILLO Maria de los Angeles,Spain,Hockey,Spain,39.3260685,-4.8379791
368,RUIZ Elena,Spain,Water Polo,Spain,39.3260685,-4.8379791
369,RUIZ I VELASCO Marcos,Spain,Weightlifting,Spain,39.3260685,-4.8379791
370,RUIZ TORRUELLA Vicenc,Spain,Hockey,Spain,39.3260685,-4.8379791
371,SALDANA LOPEZ Sara,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
372,SALLES ESTEVE Marc,Spain,Hockey,Spain,39.3260685,-4.8379791
373,SANAHUJA Bernat,Spain,Water Polo,Spain,39.3260685,-4.8379791
374,SANCHEZ GONZALEZ Maria Elena,Spain,Water Polo,Spain,39.3260685,-4.8379791
375,SANCHEZ HERRERO Ricardo,Spain,Hockey,Spain,39.3260685,-4.8379791
376,SANCHEZ JAIME Sandra,Spain,Karate,Spain,39.3260685,-4.8379791
377,SANCHEZ LOPEZ David,Spain,Weightlifting,Spain,39.3260685,-4.8379791
378,SANCHEZ-ESCRIBANO Irene,Spain,Athletics,Spain,39.3260685,-4.8379791
379,SANCHEZ-VALLADARES Pablo,Spain,Athletics,Spain,39.3260685,-4.8379791
380,SANTESTEBAN GONZALEZ Ane,Spain,Cycling Road,Spain,39.3260685,-4.8379791
381,SARMIENTO MELIAN Daniel,Spain,Handball,Spain,39.3260685,-4.8379791
382,SHERAZADISHVILI Nikoloz,Spain,Judo,Spain,39.3260685,-4.8379791
383,SIMON Unai,Spain,Football,Spain,39.3260685,-4.8379791
384,SOLE SALA Ferran,Spain,Handball,Spain,39.3260685,-4.8379791
385,SOLER Carlos,Spain,Football,Spain,39.3260685,-4.8379791
386,SORRIBES TORMO Sara,Spain,Tennis,Spain,39.3260685,-4.8379791
387,SUAREZ NAVARRO Carla,Spain,Tennis,Spain,39.3260685,-4.8379791
388,TAHULL COMPTE Roger,Spain,Water Polo,Spain,39.3260685,-4.8379791
389,TARRAGO AYMERICH Roser,Spain,Water Polo,Spain,39.3260685,-4.8379791
390,TIO CASAS Iris,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
391,TOIMIL Maria Belen,Spain,Athletics,Spain,39.3260685,-4.8379791
392,TOLEDANO LAUT Blanca,Spain,Artistic Swimming,Spain,39.3260685,-4.8379791
393,TORRENS Alba,Spain,Basketball,Spain,39.3260685,-4.8379791
394,TORRES BARCELO Albert,Spain,Cycling Track,Spain,39.3260685,-4.8379791
395,TORRES Pau,Spain,Football,Spain,39.3260685,-4.8379791
396,TORRES-QUEVEDO OLIVER Alejandra,Spain,Hockey,Spain,39.3260685,-4.8379791
397,TORRIJOS Pablo,Spain,Athletics,Spain,39.3260685,-4.8379791
398,TRITTEL PAUL Florian,Spain,Sailing,Spain,39.3260685,-4.8379791
399,TUR Marc,Spain,Athletics,Spain,39.3260685,-4.8379791
400,URENA Jorge,Spain,Athletics,Spain,39.3260685,-4.8379791
401,VALENTIN PEREZ Lidia,Spain,Weightlifting,Spain,39.3260685,-4.8379791
402,VALERO SERRANO David,Spain,Cycling Mountain Bike,Spain,39.3260685,-4.8379791
403,VALL MONTERO Jessica,Spain,Swimming,Spain,39.3260685,-4.8379791
404,VALLEJO Jesus,Spain,Football,Spain,39.3260685,-4.8379791
405,VALVERDE Alejandro,Spain,Cycling Road,Spain,39.3260685,-4.8379791
406,VICENTE Maria,Spain,Athletics,Spain,39.3260685,-4.8379791
407,VICENTE YUNTA Adrian,Spain,Taekwondo,Spain,39.3260685,-4.8379791
408,VILARRUBLA Nuria,Spain,Canoe Slalom,Spain,39.3260685,-4.8379791
409,VILLAR Ivan,Spain,Football,Spain,39.3260685,-4.8379791
410,WALZ Marcus,Spain,Canoe Sprint,Spain,39.3260685,-4.8379791
411,XAMMAR Jordi,Spain,Sailing,Spain,39.3260685,-4.8379791
412,YCART CANAL Clara,Spain,Hockey,Spain,39.3260685,-4.8379791
413,ZAMORANO SANZ Africa,Spain,Swimming,Spain,39.3260685,-4.8379791
414,ZAPATA Rayderley,Spain,Artistic Gymnastics,Spain,39.3260685,-4.8379791
415,ZUBIMENDI Martin,Spain,Football,Spain,39.3260685,-4.8379791
416,ABAGNALE Giovanni,Italy,Rowing,Italy,42.6384261,12.674297
417,ABDELWAHED Ahmed,Italy,Athletics,Italy,42.6384261,12.674297
418,ACERENZA Domenico,Italy,Swimming,Italy,42.6384261,12.674297
419,ACETI Vladimir,Italy,Athletics,Italy,42.6384261,12.674297
420,AGIURGIUCULESE Alexandra,Italy,Rhythmic Gymnastics,Italy,42.6384261,12.674297
421,AGRUSTI Andrea,Italy,Athletics,Italy,42.6384261,12.674297
422,AICARDI Matteo,Italy,Water Polo,Italy,42.6384261,12.674297
423,ALEMANNO Maria Grazia,Italy,Weightlifting,Italy,42.6384261,12.674297
424,ALESSIO Simone,Italy,Taekwondo,Italy,42.6384261,12.674297
425,ALZINI Martina,Italy,Cycling Track,Italy,42.6384261,12.674297
426,ANDREOLI Tatiana,Italy,Archery,Italy,42.6384261,12.674297
427,ANZANI Simone,Italy,Volleyball,Italy,42.6384261,12.674297
428,AVOLA Giorgio,Italy,Fencing,Italy,42.6384261,12.674297
429,BACCI Lorenzo,Italy,Shooting,Italy,42.6384261,12.674297
430,BACOSI Diana,Italy,Shooting,Italy,42.6384261,12.674297
431,BALDASSARRI Milena,Italy,Rhythmic Gymnastics,Italy,42.6384261,12.674297
432,BALLO Stefano,Italy,Swimming,Italy,42.6384261,12.674297
433,BALSAMO Elisa,Italy,Cycling Track,Italy,42.6384261,12.674297
434,BANTI Caterina,Italy,Sailing,Italy,42.6384261,12.674297
435,BARBIERI Rachele,Italy,Cycling Track,Italy,42.6384261,12.674297
436,BASILE Fabio,Italy,Judo,Italy,42.6384261,12.674297
437,BATINI Martina,Italy,Fencing,Italy,42.6384261,12.674297
438,BATKI Noemi,Italy,Diving,Italy,42.6384261,12.674297
439,BATTISTON Michela,Italy,Fencing,Italy,42.6384261,12.674297
440,BECCARO Luca,Italy,Canoe Sprint,Italy,42.6384261,12.674297
441,BECCHETTI Mariavittoria,Italy,Athletics,Italy,42.6384261,12.674297
442,BELLANDI Alice,Italy,Judo,Italy,42.6384261,12.674297
443,BELLO Elena,Italy,Athletics,Italy,42.6384261,12.674297
444,BENATI Lorenzo,Italy,Athletics,Italy,42.6384261,12.674297
445,BERRE' Enrico,Italy,Fencing,Italy,42.6384261,12.674297
446,BERTA Elena,Italy,Sailing,Italy,42.6384261,12.674297
447,BERTAZZO Liam,Italy,Cycling Track,Italy,42.6384261,12.674297
448,BERTOCCHI Elena,Italy,Diving,Italy,42.6384261,12.674297
449,BERTONCELLI Marta,Italy,Canoe Slalom,Italy,42.6384261,12.674297
450,BETTIOL Alberto,Italy,Cycling Road,Italy,42.6384261,12.674297
451,BETTO Alice,Italy,Triathlon,Italy,42.6384261,12.674297
452,BIANCHI Ilaria,Italy,Swimming,Italy,42.6384261,12.674297
453,BOARI Lucilla,Italy,Archery,Italy,42.6384261,12.674297
454,BOCCHI Tobia,Italy,Athletics,Italy,42.6384261,12.674297
455,BODEGAS Michael Alexandre,Italy,Water Polo,Italy,42.6384261,12.674297
456,BOGLIOLO Luminosa,Italy,Athletics,Italy,42.6384261,12.674297
457,BONGIORNI Anna,Italy,Athletics,Italy,42.6384261,12.674297
458,BORDIGNON Giorgia,Italy,Weightlifting,Italy,42.6384261,12.674297
459,BORDONE Susanna,Italy,Equestrian,Italy,42.6384261,12.674297
460,BORGA Rebecca,Italy,Athletics,Italy,42.6384261,12.674297
461,BOSETTI Caterina Chiara,Italy,Volleyball,Italy,42.6384261,12.674297
462,BOTTARO Viviana,Italy,Karate,Italy,42.6384261,12.674297
463,BRAIDOT Luca,Italy,Cycling Mountain Bike,Italy,42.6384261,12.674297
464,BRECCIAROLI Stefano,Italy,Equestrian,Italy,42.6384261,12.674297
465,BRUNI Rachele,Italy,Marathon Swimming,Italy,42.6384261,12.674297
466,BRUNI Roberta,Italy,Athletics,Italy,42.6384261,12.674297
467,BURDISSO Federico,Italy,Swimming,Italy,42.6384261,12.674297
468,BURGO Samuele,Italy,Canoe Sprint,Italy,42.6384261,12.674297
469,BUSA Luigi,Italy,Karate,Italy,42.6384261,12.674297
470,BUSATO Mattia,Italy,Karate,Italy,42.6384261,12.674297
471,CACCIAMANI Ilaria,Italy,Baseball/Softball,Italy,42.6384261,12.674297
472,CAINERO Chiara,Italy,Shooting,Italy,42.6384261,12.674297
473,CALABRO Giulio,Italy,Sailing,Italy,42.6384261,12.674297
474,CALLEGARI Beatrice,Italy,Artistic Swimming,Italy,42.6384261,12.674297
475,CAMBONI Mattia,Italy,Sailing,Italy,42.6384261,12.674297
476,CAPORASO Teodorico,Italy,Athletics,Italy,42.6384261,12.674297
477,CARAMBULA RAURICH Adrian Ignacio,Italy,Beach Volleyball,Italy,42.6384261,12.674297
478,CARAMIGNOLI Martina Rita,Italy,Swimming,Italy,42.6384261,12.674297
479,CARINI Giacomo,Italy,Swimming,Italy,42.6384261,12.674297
480,CAROSONE Emily,Italy,Baseball/Softball,Italy,42.6384261,12.674297
481,CARRARO Martina,Italy,Swimming,Italy,42.6384261,12.674297
482,CARUSO Bianca,Italy,Sailing,Italy,42.6384261,12.674297
483,CARUSO Damiano,Italy,Cycling Road,Italy,42.6384261,12.674297
484,CASSANDRO Tammaro,Italy,Shooting,Italy,42.6384261,12.674297
485,CASSARA Andrea,Italy,Fencing,Italy,42.6384261,12.674297
486,CASTALDO Matteo,Italy,Rowing,Italy,42.6384261,12.674297
487,CAVALLI Marta,Italy,Cycling Road,Italy,42.6384261,12.674297
488,CAVANNA Domiziana,Italy,Artistic Swimming,Italy,42.6384261,12.674297
489,CECCARELLO Sofia,Italy,Shooting,Italy,42.6384261,12.674297
490,CECCHETTI Elisa,Italy,Baseball/Softball,Italy,42.6384261,12.674297
491,CECCON Thomas,Italy,Swimming,Italy,42.6384261,12.674297
492,CENTOFANTI Martina,Italy,Rhythmic Gymnastics,Italy,42.6384261,12.674297
493,CENTRACCHIO Maria,Italy,Judo,Italy,42.6384261,12.674297
494,CERRUTI Linda,Italy,Artistic Swimming,Italy,42.6384261,12.674297
495,CESARINI Federica,Italy,Rowing,Italy,42.6384261,12.674297
496,CHAMIZO MARQUEZ Frank,Italy,Wrestling,Italy,42.6384261,12.674297
497,CHELLI Tommaso,Italy,Shooting,Italy,42.6384261,12.674297
498,CHIRICHELLA Cristina,Italy,Volleyball,Italy,42.6384261,12.674297
499,CICCONE Giulio,Italy,Cycling Road,Italy,42.6384261,12.674297
500,CIMINI Gabriele,Italy,Fencing,Italy,42.6384261,12.674297
501,CIPRESSA Erica,Italy,Fencing,Italy,42.6384261,12.674297
502,COLACI Massimo,Italy,Volleyball,Italy,42.6384261,12.674297
503,COLLEDANI Nadir,Italy,Cycling Mountain Bike,Italy,42.6384261,12.674297
504,COLOMBOTTO ROSSO Lucrezia,Italy,Golf,Italy,42.6384261,12.674297
505,CONDORELLI Santo,Italy,Swimming,Italy,42.6384261,12.674297
506,CONSOLINI Chiara,Italy,3x3 Basketball,Italy,42.6384261,12.674297
507,CONSONNI Simone,Italy,Cycling Track,Italy,42.6384261,12.674297
508,CONYEDO RUANO Abraham de Jesus,Italy,Wrestling,Italy,42.6384261,12.674297
509,CRESCENZO Angelo,Italy,Karate,Italy,42.6384261,12.674297
510,CRIPPA Yemaneberhan,Italy,Athletics,Italy,42.6384261,12.674297
511,CRISCIO Martina,Italy,Fencing,Italy,42.6384261,12.674297
512,CURATOLI Luca,Italy,Fencing,Italy,42.6384261,12.674297
513,CUSINATO Ilaria,Italy,Swimming,Italy,42.6384261,12.674297
514,D ALIE Raelin,Italy,3x3 Basketball,Italy,42.6384261,12.674297
515,D'AMATO Asia,Italy,Artistic Gymnastics,Italy,42.6384261,12.674297
516,DAL MOLIN Paolo,Italy,Athletics,Italy,42.6384261,12.674297
517,DANESI Anna,Italy,Volleyball,Italy,42.6384261,12.674297
518,de FILIPPIS Mauro,Italy,Shooting,Italy,42.6384261,12.674297
519,de GENNARO Giovanni,Italy,Canoe Slalom,Italy,42.6384261,12.674297
520,de GENNARO Monica,Italy,Volleyball,Italy,42.6384261,12.674297
521,de LUCA Marco,Italy,Athletics,Italy,42.6384261,12.674297
522,de NICOLO Marco,Italy,Shooting,Italy,42.6384261,12.674297
523,de TULLIO Marco,Italy,Swimming,Italy,42.6384261,12.674297
524,DEIDDA Francesca,Italy,Artistic Swimming,Italy,42.6384261,12.674297
525,del BUONO Federica,Italy,Athletics,Italy,42.6384261,12.674297
526,Del LUNGO Marco,Italy,Water Polo,Italy,42.6384261,12.674297
527,DELL'AQUILA Vito,Italy,Taekwondo,Italy,42.6384261,12.674297
528,DERKACH Dariya,Italy,Athletics,Italy,42.6384261,12.674297
529,DESALU Eseosa Fostine,Italy,Athletics,Italy,42.6384261,12.674297
530,DETTI Gabriele,Italy,Swimming,Italy,42.6384261,12.674297
531,di CAMILLO Costanza,Italy,Artistic Swimming,Italy,42.6384261,12.674297
532,di COLA Stefano,Italy,Swimming,Italy,42.6384261,12.674297
533,di COSTANZO Marco,Italy,Rowing,Italy,42.6384261,12.674297
534,Di FULVIO Francesco,Italy,Water Polo,Italy,42.6384261,12.674297
535,di LAZZARO Elisa Maria,Italy,Athletics,Italy,42.6384261,12.674297
536,di LIDDO Elena,Italy,Swimming,Italy,42.6384261,12.674297
537,di MAURO Gennaro Alberto,Italy,Rowing,Italy,42.6384261,12.674297
538,DOLCE Vincenzo,Italy,Water Polo,Italy,42.6384261,12.674297
539,DOSSO Zaynab,Italy,Athletics,Italy,42.6384261,12.674297
540,DURANTI Agnese,Italy,Rhythmic Gymnastics,Italy,42.6384261,12.674297
541,ECHENIQUE Gonzalo,Italy,Water Polo,Italy,42.6384261,12.674297
542,EDALLI Ludovico,Italy,Artistic Gymnastics,Italy,42.6384261,12.674297
543,EGONU Paola Ogechi,Italy,Volleyball,Italy,42.6384261,12.674297
544,EL FATHAOUI Yassine,Italy,Athletics,Italy,42.6384261,12.674297
545,ERRANI Sara,Italy,Tennis,Italy,42.6384261,12.674297
546,ERRIGO Arianna,Italy,Fencing,Italy,42.6384261,12.674297
547,FABBRI Leonardo,Italy,Athletics,Italy,42.6384261,12.674297
548,FAHR Sarah Luisa,Italy,Volleyball,Italy,42.6384261,12.674297
549,FALOCI Giovanni,Italy,Athletics,Italy,42.6384261,12.674297
550,FAMA Amanda,Italy,Baseball/Softball,Italy,42.6384261,12.674297
551,FANGIO Francesca,Italy,Swimming,Italy,42.6384261,12.674297
552,FANTINI Sara,Italy,Athletics,Italy,42.6384261,12.674297
553,FANTONI Giacomo,Italy,Cycling BMX Racing,Italy,42.6384261,12.674297
554,FEDERICO Ivan,Italy,Skateboarding,Italy,42.6384261,12.674297
555,FERRARI Vanessa,Italy,Artistic Gymnastics,Italy,42.6384261,12.674297
556,FERRO Costanza,Italy,Artistic Swimming,Italy,42.6384261,12.674297
557,FIAMINGO Rossella,Italy,Fencing,Italy,42.6384261,12.674297
558,FICHERA Marco,Italy,Fencing,Italy,42.6384261,12.674297
559,FIDANZA Martina,Italy,Cycling Track,Italy,42.6384261,12.674297
560,FIGARI Niccolo,Italy,Water Polo,Italy,42.6384261,12.674297
561,FIGLIOLI Pietro,Italy,Water Polo,Italy,42.6384261,12.674297
562,FILIPPI Marcella,Italy,3x3 Basketball,Italy,42.6384261,12.674297
563,FILLER Andrea,Italy,Baseball/Softball,Italy,42.6384261,12.674297
564,FIORAVANTI Leonardo,Italy,Surfing,Italy,42.6384261,12.674297
565,FOCONI Alessio,Italy,Fencing,Italy,42.6384261,12.674297
566,FOFANA Hassane,Italy,Athletics,Italy,42.6384261,12.674297
567,FOGNINI Fabio,Italy,Tennis,Italy,42.6384261,12.674297
568,FOLIE Raphaela,Italy,Volleyball,Italy,42.6384261,12.674297
569,FOLORUNSO Ayomide,Italy,Athletics,Italy,42.6384261,12.674297
570,FONTANA Vittoria,Italy,Athletics,Italy,42.6384261,12.674297
571,FONTECCHIO Simone,Italy,Basketball,Italy,42.6384261,12.674297
572,FORTUNATO Francesco,Italy,Athletics,Italy,42.6384261,12.674297
573,FOSSALI Ludovico,Italy,Sport Climbing,Italy,42.6384261,12.674297
574,FRANCESCHI Sara,Italy,Swimming,Italy,42.6384261,12.674297
575,GALASSI Gianluca,Italy,Volleyball,Italy,42.6384261,12.674297
576,GALLI Gemma,Italy,Artistic Swimming,Italy,42.6384261,12.674297
577,GALLINARI Danilo,Italy,Basketball,Italy,42.6384261,12.674297
578,GALVAN Matteo,Italy,Athletics,Italy,42.6384261,12.674297
579,GANNA Filippo,Italy,Cycling Road,Italy,42.6384261,12.674297
580,GANNA Filippo,Italy,Cycling Track,Italy,42.6384261,12.674297
581,GAROZZO Daniele,Italy,Fencing,Italy,42.6384261,12.674297
582,GASPAROTTO Marta,Italy,Baseball/Softball,Italy,42.6384261,12.674297
583,GAUDIANO Emanuele,Italy,Equestrian,Italy,42.6384261,12.674297
584,GENTILI Giacomo,Italy,Rowing,Italy,42.6384261,12.674297
585,GENZO Francesca,Italy,Canoe Sprint,Italy,42.6384261,12.674297
586,GHEBREHIWET FANIEL Eyob,Italy,Athletics,Italy,42.6384261,12.674297
587,GIANNELLI Simone,Italy,Volleyball,Italy,42.6384261,12.674297
588,GIORGI Camila,Italy,Tennis,Italy,42.6384261,12.674297
589,GIORGI Eleonora Anna,Italy,Athletics,Italy,42.6384261,12.674297
590,GIUFFRIDA Odette,Italy,Judo,Italy,42.6384261,12.674297
591,GIUPPONI Matteo,Italy,Athletics,Italy,42.6384261,12.674297
592,GOBBI Stefania,Italy,Rowing,Italy,42.6384261,12.674297
593,GREGORIO Rossella,Italy,Fencing,Italy,42.6384261,12.674297
594,GUAZZINI Vittoria,Italy,Cycling Track,Italy,42.6384261,12.674297
595,HERRERA ABREU Johanelis,Italy,Athletics,Italy,42.6384261,12.674297
596,HOOPER Gloria,Italy,Athletics,Italy,42.6384261,12.674297
597,HORN Stefanie,Italy,Canoe Slalom,Italy,42.6384261,12.674297
598,HOWARD Andrea,Italy,Baseball/Softball,Italy,42.6384261,12.674297
599,IHEMEJE Emanuel,Italy,Athletics,Italy,42.6384261,12.674297
600,INFANTINO Antonio,Italy,Athletics,Italy,42.6384261,12.674297
601,ISEPPI Valentina,Italy,Rowing,Italy,42.6384261,12.674297
602,ISOLA Federica,Italy,Fencing,Italy,42.6384261,12.674297
603,JACOBS Lamont Marcell,Italy,Athletics,Italy,42.6384261,12.674297
604,JODOIN di MARIA Sarah,Italy,Diving,Italy,42.6384261,12.674297
605,JUANTORENA Osmany,Italy,Volleyball,Italy,42.6384261,12.674297
606,KADDARI Dalia,Italy,Athletics,Italy,42.6384261,12.674297
607,KERSCHBAUMER Gerhard,Italy,Cycling Mountain Bike,Italy,42.6384261,12.674297
608,KOUTSOYANOPULOS Giulia,Italy,Baseball/Softball,Italy,42.6384261,12.674297
609,LACATENA Alexia,Italy,Baseball/Softball,Italy,42.6384261,12.674297
610,LAMON Francesco,Italy,Cycling Track,Italy,42.6384261,12.674297
611,LANZI Asia,Italy,Skateboarding,Italy,42.6384261,12.674297
612,LAVIA Daniele,Italy,Volleyball,Italy,42.6384261,12.674297
613,LECHNER Eva,Italy,Cycling Mountain Bike,Italy,42.6384261,12.674297
614,LEONARDI Giuseppe,Italy,Athletics,Italy,42.6384261,12.674297
615,LISI Veronica,Italy,Rowing,Italy,42.6384261,12.674297
616,LODADIO Marco,Italy,Artistic Gymnastics,Italy,42.6384261,12.674297
617,LODO Matteo,Italy,Rowing,Italy,42.6384261,12.674297
618,LOMBARDO Manuel,Italy,Judo,Italy,42.6384261,12.674297
619,LONGHI Giulia,Italy,Baseball/Softball,Italy,42.6384261,12.674297
620,LONGO BORGHINI Elisa,Italy,Cycling Road,Italy,42.6384261,12.674297
621,LOPEZ Brayan,Italy,Athletics,Italy,42.6384261,12.674297
622,LUKUDO Raphaela Boaheng,Italy,Athletics,Italy,42.6384261,12.674297
623,LUONGO Stefano,Italy,Water Polo,Italy,42.6384261,12.674297
624,LUPO Daniele,Italy,Beach Volleyball,Italy,42.6384261,12.674297
625,MAGGETTI Marta,Italy,Sailing,Italy,42.6384261,12.674297
626,MAGGIO Martina,Italy,Artistic Gymnastics,Italy,42.6384261,12.674297
627,MALINOV Ofelia,Italy,Volleyball,Italy,42.6384261,12.674297
628,MANENTI Davide,Italy,Athletics,Italy,42.6384261,12.674297
629,MANGIONE Alice,Italy,Athletics,Italy,42.6384261,12.674297
630,MANNION Niccolo,Italy,Basketball,Italy,42.6384261,12.674297
631,MARCHIANDO Eleonora,Italy,Athletics,Italy,42.6384261,12.674297
632,MARRONE Fabrizia,Italy,Baseball/Softball,Italy,42.6384261,12.674297
633,MARSAGLIA Lorenzo,Italy,Diving,Italy,42.6384261,12.674297
634,MARTINENGHI Nicolo,Italy,Swimming,Italy,42.6384261,12.674297
635,MATTEAZZI Pier Andrea,Italy,Swimming,Italy,42.6384261,12.674297
636,MAURELLI Alessia,Italy,Rhythmic Gymnastics,Italy,42.6384261,12.674297
637,MAZZARA Alessandro,Italy,Skateboarding,Italy,42.6384261,12.674297
638,MAZZETTI Riccardo,Italy,Shooting,Italy,42.6384261,12.674297
639,MELLI Nicolo,Italy,Basketball,Italy,42.6384261,12.674297
640,MENEGATTI Marta,Italy,Beach Volleyball,Italy,42.6384261,12.674297
641,MICHELI Elena,Italy,Modern Pentathlon,Italy,42.6384261,12.674297
642,MICHIELETTO Alessandro,Italy,Volleyball,Italy,42.6384261,12.674297
643,MIGLIOZZI Guido,Italy,Golf,Italy,42.6384261,12.674297
644,MILANI Francesca,Italy,Judo,Italy,42.6384261,12.674297
645,MIRESSI Alessandro,Italy,Swimming,Italy,42.6384261,12.674297
646,MOGUREAN Daniela,Italy,Rhythmic Gymnastics,Italy,42.6384261,12.674297
647,MOLINARO Giulia,Italy,Golf,Italy,42.6384261,12.674297
648,MOLINAROLO Elisa,Italy,Athletics,Italy,42.6384261,12.674297
649,MONNA Paolo,Italy,Shooting,Italy,42.6384261,12.674297
650,MONTANO Aldo,Italy,Fencing,Italy,42.6384261,12.674297
651,MONTESANO Alessandra,Italy,Rowing,Italy,42.6384261,12.674297
652,MORI Lara,Italy,Artistic Gymnastics,Italy,42.6384261,12.674297
653,MOSCON Gianni,Italy,Cycling Road,Italy,42.6384261,12.674297
654,MUNGAI Nicholas,Italy,Judo,Italy,42.6384261,12.674297
655,MUSETTI Lorenzo,Italy,Tennis,Italy,42.6384261,12.674297
656,NARDELLI Petra,Italy,Athletics,Italy,42.6384261,12.674297
657,NAVARRIA Mara,Italy,Fencing,Italy,42.6384261,12.674297
658,NIBALI Vincenzo,Italy,Cycling Road,Italy,42.6384261,12.674297
659,NICOLAI Paolo,Italy,Beach Volleyball,Italy,42.6384261,12.674297
660,NICOLI Rebecca,Italy,Boxing,Italy,42.6384261,12.674297
661,NICOSIA Gianmarco,Italy,Water Polo,Italy,42.6384261,12.674297
662,OLIVIERI Linda,Italy,Athletics,Italy,42.6384261,12.674297
663,OLMO Angelica,Italy,Triathlon,Italy,42.6384261,12.674297
664,ONDOLI Chiara,Italy,Rowing,Italy,42.6384261,12.674297
665,OPPO Stefano,Italy,Rowing,Italy,42.6384261,12.674297
666,ORRO Alessia,Italy,Volleyball,Italy,42.6384261,12.674297
667,ORSI TOTH Viktoria,Italy,Beach Volleyball,Italy,42.6384261,12.674297
668,OSAKUE Daisy,Italy,Athletics,Italy,42.6384261,12.674297
669,PAJOLA Alessandro,Italy,Basketball,Italy,42.6384261,12.674297
670,PALADIN Soraya,Italy,Cycling Road,Italy,42.6384261,12.674297
671,PALMISANO Antonella,Italy,Athletics,Italy,42.6384261,12.674297
672,PALTRINIERI Gregorio,Italy,Marathon Swimming,Italy,42.6384261,12.674297
673,PALTRINIERI Gregorio,Italy,Swimming,Italy,42.6384261,12.674297
674,PANIZZA Andrea,Italy,Rowing,Italy,42.6384261,12.674297
675,PANIZZON Vittoria,Italy,Equestrian,Italy,42.6384261,12.674297
676,PANZIERA Margherita,Italy,Swimming,Italy,42.6384261,12.674297
677,PAOLINI Jasmine,Italy,Tennis,Italy,42.6384261,12.674297
678,PARATORE Renato,Italy,Golf,Italy,42.6384261,12.674297
679,PARLATI Christian,Italy,Judo,Italy,42.6384261,12.674297
680,PATELLI Alessandra,Italy,Rowing,Italy,42.6384261,12.674297
681,PATTA Lorenzo,Italy,Athletics,Italy,42.6384261,12.674297
682,PEDROSO Yadisleidis,Italy,Athletics,Italy,42.6384261,12.674297
683,PELLACANI Chiara,Italy,Diving,Italy,42.6384261,12.674297
